Meeting ID,Minister,Role,Department,Start Date,End Date,Organisation,Representative,Reason,Hopspitality?,Original File,Original Row
5496,Rt Hon Chris Grayling MP,,Department for Work and Pensions,05-2011,05-2011,Sarina Russo Job Access (GB),,European Social Fund,0,186497_ministers-meetings-apr-jun-2011.csv,29
5496,Rt Hon Chris Grayling MP,,Department for Work and Pensions,05-2011,05-2011,Reed in Partnership,,European Social Fund,0,186497_ministers-meetings-apr-jun-2011.csv,29
5496,Rt Hon Chris Grayling MP,,Department for Work and Pensions,05-2011,05-2011,Avanta (incorporating TNG,,European Social Fund,0,186497_ministers-meetings-apr-jun-2011.csv,29
5496,Rt Hon Chris Grayling MP,,Department for Work and Pensions,05-2011,05-2011,InBiz),,European Social Fund,0,186497_ministers-meetings-apr-jun-2011.csv,29
5496,Rt Hon Chris Grayling MP,,Department for Work and Pensions,05-2011,05-2011,Skills Training,,European Social Fund,0,186497_ministers-meetings-apr-jun-2011.csv,29
5496,Rt Hon Chris Grayling MP,,Department for Work and Pensions,05-2011,05-2011,Shaw Trust,,European Social Fund,0,186497_ministers-meetings-apr-jun-2011.csv,29
5496,Rt Hon Chris Grayling MP,,Department for Work and Pensions,05-2011,05-2011,Best,,European Social Fund,0,186497_ministers-meetings-apr-jun-2011.csv,29
5496,Rt Hon Chris Grayling MP,,Department for Work and Pensions,05-2011,05-2011,BTCV,,European Social Fund,0,186497_ministers-meetings-apr-jun-2011.csv,29
5496,Rt Hon Chris Grayling MP,,Department for Work and Pensions,05-2011,05-2011,Ingeus,,European Social Fund,0,186497_ministers-meetings-apr-jun-2011.csv,29
5496,Rt Hon Chris Grayling MP,,Department for Work and Pensions,05-2011,05-2011,Paragon,,European Social Fund,0,186497_ministers-meetings-apr-jun-2011.csv,29
5496,Rt Hon Chris Grayling MP,,Department for Work and Pensions,05-2011,05-2011,Switch,,European Social Fund,0,186497_ministers-meetings-apr-jun-2011.csv,29
5496,Rt Hon Chris Grayling MP,,Department for Work and Pensions,05-2011,05-2011,Working Links,,European Social Fund,0,186497_ministers-meetings-apr-jun-2011.csv,29
5496,Rt Hon Chris Grayling MP,,Department for Work and Pensions,05-2011,05-2011,,,European Social Fund,0,186497_ministers-meetings-apr-jun-2011.csv,29
5496,Rt Hon Chris Grayling MP,,Department for Work and Pensions,05-2011,05-2011,The Intraining Group,,European Social Fund,0,186497_ministers-meetings-apr-jun-2011.csv,29
5497,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Turning Point,,Work Programme,0,186497_ministers-meetings-apr-jun-2011.csv,30
5498,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,G4S,,Work Programme,0,186497_ministers-meetings-apr-jun-2011.csv,31
5499,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,The Princes Trust,,Disadvantaged young people,0,186497_ministers-meetings-apr-jun-2011.csv,32
5499,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Rathbone,,Disadvantaged young people,0,186497_ministers-meetings-apr-jun-2011.csv,32
5499,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Foyer Foundation,,Disadvantaged young people,0,186497_ministers-meetings-apr-jun-2011.csv,32
5499,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Catch 22,,Disadvantaged young people,0,186497_ministers-meetings-apr-jun-2011.csv,32
5499,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Groundwork UK,,Disadvantaged young people,0,186497_ministers-meetings-apr-jun-2011.csv,32
5499,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Barnardos,,Disadvantaged young people,0,186497_ministers-meetings-apr-jun-2011.csv,32
5499,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Youth United,,Disadvantaged young people,0,186497_ministers-meetings-apr-jun-2011.csv,32
5500,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Trades Union Congress,,Health and safety,0,186497_ministers-meetings-apr-jun-2011.csv,33
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Chartered Institute of Personnel,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Development,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,A4e,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Stagecoach South West Trains Ltd,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,British Gas,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Computacenter UK Ltd,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Ikea,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Home Retail Group,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Cable,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Wireless Worldwide,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,BSkyB,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Lonovo,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Royal Mail,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Balfour Beatty Construction Services,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,EDF Energy,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Xerox,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Skanska,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Eurotunnel,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Rexam,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Jaguar Land Rover,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Dell,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Marks,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Spencer,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Pentland Brands,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Siemens plc,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,North-West Europe,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,BT Group,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5501,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Disability Works,,Get Britain Working,0,186497_ministers-meetings-apr-jun-2011.csv,34
5502,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Law Society,,Health and safety,0,186497_ministers-meetings-apr-jun-2011.csv,35
5503,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,IOSH,,Health and safety,0,186497_ministers-meetings-apr-jun-2011.csv,36
5504,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,MIND,,Work Capability Assessments,0,186497_ministers-meetings-apr-jun-2011.csv,37
5504,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Scope,,Work Capability Assessments,0,186497_ministers-meetings-apr-jun-2011.csv,37
5504,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,,,Work Capability Assessments,0,186497_ministers-meetings-apr-jun-2011.csv,37
5504,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Citizens Advice,,Work Capability Assessments,0,186497_ministers-meetings-apr-jun-2011.csv,37
5505,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Social Enterprise Coalition,,New Enterprise Allowance,0,186497_ministers-meetings-apr-jun-2011.csv,38
5506,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Smart Solutions Recruitment,,Employment,0,186497_ministers-meetings-apr-jun-2011.csv,39
5506,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Forum for Private Business,,Employment,0,186497_ministers-meetings-apr-jun-2011.csv,39
5506,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Federation of Small Businesses,,Employment,0,186497_ministers-meetings-apr-jun-2011.csv,39
5506,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Thomas,,Employment,0,186497_ministers-meetings-apr-jun-2011.csv,39
5506,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Airbus,,Employment,0,186497_ministers-meetings-apr-jun-2011.csv,39
5506,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Tata,,Employment,0,186497_ministers-meetings-apr-jun-2011.csv,39
5506,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,IBERS (Aberystwyth University),,Employment,0,186497_ministers-meetings-apr-jun-2011.csv,39
5506,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Llandudno Hospitality Association,,Employment,0,186497_ministers-meetings-apr-jun-2011.csv,39
5506,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Dragon LNG,,Employment,0,186497_ministers-meetings-apr-jun-2011.csv,39
5506,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Cardiff University,,Employment,0,186497_ministers-meetings-apr-jun-2011.csv,39
5506,Rt Hon Chris Grayling MP,,Department for Work and Pensions,06-2011,06-2011,Toyota,,Employment,0,186497_ministers-meetings-apr-jun-2011.csv,39
5507,"Minister of State , Steve Webb MP",,Department for Work and Pensions,04-2011,04-2011,Association of British Insurers,,Introductory meeting,0,186497_ministers-meetings-apr-jun-2011.csv,40
5508,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Paradigm Pensions,,Workplace pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,41
5509,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Saga,,Pension reform,0,186497_ministers-meetings-apr-jun-2011.csv,42
5510,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Chartered Institute of Personnel,,Workplace pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,43
5510,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Development,,Workplace pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,43
5511,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Confederation of British Industry,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,44
5512,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,The Institute for Fiscal Studies,,Single Tier Pension,0,186497_ministers-meetings-apr-jun-2011.csv,45
5513,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Organisation for Economic Co-operation,,Pensions,0,186497_ministers-meetings-apr-jun-2011.csv,46
5513,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Development,,Pensions,0,186497_ministers-meetings-apr-jun-2011.csv,46
5514,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Pensions Policy Institute,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,47
5514,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Engineering Employers Federation,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,47
5514,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Age UK,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,47
5514,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,National Association of Pension Funds,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,47
5514,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,London School of Economics,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,47
5514,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,The Institute for Fiscal Studies,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,47
5514,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Association of British Insurers,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,47
5514,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Confederation of British Industry,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,47
5514,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Which?,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,47
5514,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,47
5514,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Trades Union Congress,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,47
5515,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Saga,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,48
5515,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Financial Services Authority,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,48
5515,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,GKN (formerly known as Guest,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,48
5515,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Keen,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,48
5515,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Nettlefolds),,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,48
5515,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Lane Clark,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,48
5515,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Peacock,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,48
5515,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Ferrier-Pearce,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,48
5515,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,MetLife Assurance Ltd,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,48
5515,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Prudential,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,48
5515,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Law Debenture,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,48
5515,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Aon Hewitt,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,48
5515,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,HSBC,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,48
5515,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,48
5515,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Towergate Financial,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,48
5516,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,National Association of Pension Funds,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,49
5516,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Marks,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,49
5516,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Spencer,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,49
5516,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,DHL UK Ltd,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,49
5516,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Royal,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,49
5516,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Sun Alliance Insurance,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,49
5516,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Tesco,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,49
5516,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,RWE Npower,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,49
5516,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,BP Pension Trustees Ltd,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,49
5516,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Barclays UK Retirement Fund,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,49
5516,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,RPMI Pension Adminstrator,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,49
5516,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,49
5516,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,British Telecom,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,49
5517,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,The Pensions Advisory Service,,Introductory meeting,0,186497_ministers-meetings-apr-jun-2011.csv,50
5517,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,The Pensions Ombudsman,,Introductory meeting,0,186497_ministers-meetings-apr-jun-2011.csv,50
5518,"Minister of State , Steve Webb MP",,Department for Work and Pensions,05-2011,05-2011,Age UK,,Single Tier Pension,0,186497_ministers-meetings-apr-jun-2011.csv,51
5519,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Friends Life,,Occupational Pensions,0,186497_ministers-meetings-apr-jun-2011.csv,52
5520,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Engineering Employers Federation,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,53
5520,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Institute of Directors,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,53
5520,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Federation of Small Businesses,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,53
5520,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,British Chambers of Commerce,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,53
5520,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Institute of Public Policy Research,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,53
5520,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Respublica,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,53
5520,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Pensions Policy Institute,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,53
5520,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,National Association of Pension Funds,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,53
5520,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Confederation of British Industry,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,53
5520,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,53
5520,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Age UK,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,53
5521,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Age UK,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,54
5521,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Which?,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,54
5521,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Citizens Advice,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,54
5521,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Saga,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,54
5521,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Carers UK,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,54
5521,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,National Pensioners Convention,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,54
5521,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,54
5521,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Equality,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,54
5521,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Human Rights Commission,,State Pension reforms,0,186497_ministers-meetings-apr-jun-2011.csv,54
5522,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,National Association of Pension Funds,,Pension reform,0,186497_ministers-meetings-apr-jun-2011.csv,55
5523,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Centre for Social Justice,,Ageing issues,0,186497_ministers-meetings-apr-jun-2011.csv,56
5524,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Trustees Panel which comprises of the following organisations: Abacus Lighting,,Occupational Pensions,0,186497_ministers-meetings-apr-jun-2011.csv,57
5524,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Superannuation Arrangement of the University of London,,Occupational Pensions,0,186497_ministers-meetings-apr-jun-2011.csv,57
5524,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Arcadia Group,,Occupational Pensions,0,186497_ministers-meetings-apr-jun-2011.csv,57
5524,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Prudential,,Occupational Pensions,0,186497_ministers-meetings-apr-jun-2011.csv,57
5524,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Sainsburys,,Occupational Pensions,0,186497_ministers-meetings-apr-jun-2011.csv,57
5524,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,CSC Computer services(Computer Sciences Corporation),,Occupational Pensions,0,186497_ministers-meetings-apr-jun-2011.csv,57
5524,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,GKN (formerly known as Guest,,Occupational Pensions,0,186497_ministers-meetings-apr-jun-2011.csv,57
5524,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Keen,,Occupational Pensions,0,186497_ministers-meetings-apr-jun-2011.csv,57
5524,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Nettlefords),,Occupational Pensions,0,186497_ministers-meetings-apr-jun-2011.csv,57
5524,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,,,Occupational Pensions,0,186497_ministers-meetings-apr-jun-2011.csv,57
5524,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Enodis,,Occupational Pensions,0,186497_ministers-meetings-apr-jun-2011.csv,57
5525,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Hermes Fund Managers Ltd,,Pensions,0,186497_ministers-meetings-apr-jun-2011.csv,58
5526,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,Alexander Forbes,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,59
5527,"Minister of State , Steve Webb MP",,Department for Work and Pensions,06-2011,06-2011,PricewaterhouseCoopers,,Incentivised Transfers,0,186497_ministers-meetings-apr-jun-2011.csv,60
5528,"Parliamentary Under-Secretary of State , Maria Miller MP",,Department for Work and Pensions,04-2011,04-2011,Resolution,,Child Maintenance,0,186497_ministers-meetings-apr-jun-2011.csv,61
5529,"Parliamentary Under-Secretary of State , Maria Miller MP",,Department for Work and Pensions,04-2011,04-2011,Barnados,,Child care issues,0,186497_ministers-meetings-apr-jun-2011.csv,62
5530,"Parliamentary Under-Secretary of State , Maria Miller MP",,Department for Work and Pensions,04-2011,04-2011,Relate,,Child Maintenance,0,186497_ministers-meetings-apr-jun-2011.csv,63
5531,"Parliamentary Under-Secretary of State , Maria Miller MP",,Department for Work and Pensions,05-2011,05-2011,RADAR,,Access to elected offices,0,186497_ministers-meetings-apr-jun-2011.csv,64
5531,"Parliamentary Under-Secretary of State , Maria Miller MP",,Department for Work and Pensions,05-2011,05-2011,Scope,,Access to elected offices,0,186497_ministers-meetings-apr-jun-2011.csv,64
